area,phrs_nm_kor,singer,genre_cd,phrs_desc_kor,instr_cd,rhythm,phrs_nm_eng,traditional_key,western_key,phrs_desc_eng,beat,wav_file_path,phrase_cd,lyrics,player
조선,봉래의577,조일하,GENR0031,봉래의 장구,PHINST0022,도드리,bongraeui_dodeuli,NULL,NULL,bongraeui  by jang-gu,NULL,https://apis.gugak.go.kr/phrase/060bongraeui/P1-060-577.wav,P1-060-577,"(해동장)
해동에 육룡이 날으시어
그 하시는 일마다 모두 하늘이 돕지 않음이 없으니
옛 성인의 일과 일치하셨다.

(근심장)
뿌리깊은 나무는 바람에 흔들리지 아니 하므로
꽃이 아름답게 피고 열매가 많이 열리니.

(원원장)
샘이 깊은 물은 가뭄에도 그치지 아니 하므로
흘러서 내에 이르고 바다에 가나니. 

(석주장)
주나라 태왕이 빈곡에 사시었네. 
빈곡에 사시면서 제업을 여시니.

(금아장)
우리 시조가 경흥에 사시었네.
경흥에 사시면서 왕업을 여시니.

(적인장)
적인이 침범하거늘
기산으로 옮기신 것도 하늘 뜻이시니.

(야인장)
야인과 더불어 사시니 야인이 침범하거늘 
덕원으로 옮기신 것도 하늘 뜻이시니.

(천세장) 
천세 옛날에 미리 정하신 한양에 
인덕을 쌓아 나라를 여시어 나라의 역녀이 끝이 없으시니

(자자장)
성자-신손이 이으셔도
하늘을 공경하고 백성을 사랑하여야 더욱 
굳어질 것입니다. 

(오호장) 농
임금님이시여! 알으소서. 
낙수에 사냥 가있으면서 할아비(조상)를 믿을 수 있겠습니까.",NULL
조선,봉래의578,조일하,GENR0031,봉래의 장구,PHINST0022,도드리,bongraeui_dodeuli,NULL,NULL,bongraeui  by jang-gu,NULL,https://apis.gugak.go.kr/phrase/060bongraeui/P1-060-578.wav,P1-060-578,"(해동장)
해동에 육룡이 날으시어
그 하시는 일마다 모두 하늘이 돕지 않음이 없으니
옛 성인의 일과 일치하셨다.

(근심장)
뿌리깊은 나무는 바람에 흔들리지 아니 하므로
꽃이 아름답게 피고 열매가 많이 열리니.

(원원장)
샘이 깊은 물은 가뭄에도 그치지 아니 하므로
흘러서 내에 이르고 바다에 가나니. 

(석주장)
주나라 태왕이 빈곡에 사시었네. 
빈곡에 사시면서 제업을 여시니.

(금아장)
우리 시조가 경흥에 사시었네.
경흥에 사시면서 왕업을 여시니.

(적인장)
적인이 침범하거늘
기산으로 옮기신 것도 하늘 뜻이시니.

(야인장)
야인과 더불어 사시니 야인이 침범하거늘 
덕원으로 옮기신 것도 하늘 뜻이시니.

(천세장) 
천세 옛날에 미리 정하신 한양에 
인덕을 쌓아 나라를 여시어 나라의 역녀이 끝이 없으시니

(자자장)
성자-신손이 이으셔도
하늘을 공경하고 백성을 사랑하여야 더욱 
굳어질 것입니다. 

(오호장) 농
임금님이시여! 알으소서. 
낙수에 사냥 가있으면서 할아비(조상)를 믿을 수 있겠습니까.",NULL
조선,사선무153,조일하,GENR0031,사선무 장구,PHINST0022,도드리,saseonmu_dodeuli,NULL,NULL,saseonmu  by jang-gu,NULL,https://apis.gugak.go.kr/phrase/062saseonmu/P1-062-153.wav,P1-062-153,"어와 성대로다 오늘이 조선 왕조인 해동이 성대로다
나대에 노는 사선이 이제 와 다시 노니
봉래로 오시는가 영주로 오시는가?
하늘에 사는 옥황상제에게 명을 받아 훌륭하신 임금님께 장수를 빌려고
오대로 죳차와서 봉궐에 조하하니
북극 빗난 별을 옥작에 더하고
태평으로 꿈인 기상 오늘 와 보단 말가.
남산고 한수장이 황도에 근본이니 천추만세 이제곰 무강하다
경풍도 국상서를 다시곰 비옵노니
춘대옥촉에 만물이 소휘로다.
동악을 향하올가 서악을 향하올가
남악을 향하올가 북악을 향하올가
중악 놉흔 뫼이 삼각이 아니는가?
만년 진국하야 제업이 되시거다
어와 우리들은 중악에 노리옵자
삼각산 상상봉에 상서로운 구름이 푸르게 뒤덮였으니
금궐 옥전에 보좌가 빛나는구나 !
왕모부인의 청조가 먼저 와서 전하는 말이 
천년의 반도를 장차 드리리라
생황과 퉁소의 선악으로 헌천수를 노래하니
요지에서 추던 춤을 여기 와서 다시 추는도다1
비노니, 해옥의 산가지에 만세를 더하고져!
만세를 더한 후에 
억만세를 더하고져!
억만년의 긴 봄으로 태평을 즐기도다.

산하와 일월에 옥력이 길으시니
보록이 영원히 창성하소서
지극히 찬란한 빛이 요준에 빛나니
성수가 만년이소서.",NULL
조선,사선무154,조일하,GENR0031,사선무 장구,PHINST0022,도드리,saseonmu_dodeuli,NULL,NULL,saseonmu  by jang-gu,NULL,https://apis.gugak.go.kr/phrase/062saseonmu/P1-062-154.wav,P1-062-154,"어와 성대로다 오늘이 조선 왕조인 해동이 성대로다
나대에 노는 사선이 이제 와 다시 노니
봉래로 오시는가 영주로 오시는가?
하늘에 사는 옥황상제에게 명을 받아 훌륭하신 임금님께 장수를 빌려고
오대로 죳차와서 봉궐에 조하하니
북극 빗난 별을 옥작에 더하고
태평으로 꿈인 기상 오늘 와 보단 말가.
남산고 한수장이 황도에 근본이니 천추만세 이제곰 무강하다
경풍도 국상서를 다시곰 비옵노니
춘대옥촉에 만물이 소휘로다.
동악을 향하올가 서악을 향하올가
남악을 향하올가 북악을 향하올가
중악 놉흔 뫼이 삼각이 아니는가?
만년 진국하야 제업이 되시거다
어와 우리들은 중악에 노리옵자
삼각산 상상봉에 상서로운 구름이 푸르게 뒤덮였으니
금궐 옥전에 보좌가 빛나는구나 !
왕모부인의 청조가 먼저 와서 전하는 말이 
천년의 반도를 장차 드리리라
생황과 퉁소의 선악으로 헌천수를 노래하니
요지에서 추던 춤을 여기 와서 다시 추는도다1
비노니, 해옥의 산가지에 만세를 더하고져!
만세를 더한 후에 
억만세를 더하고져!
억만년의 긴 봄으로 태평을 즐기도다.

산하와 일월에 옥력이 길으시니
보록이 영원히 창성하소서
지극히 찬란한 빛이 요준에 빛나니
성수가 만년이소서.",NULL
조선,문덕곡337,조일하,GENR0030,문덕곡 장구,PHINST0022,도드리,mundeokgok_dodeuli,NULL,NULL,mundeokgok  by jang-gu,NULL,https://apis.gugak.go.kr/phrase/063mundeokgok/P1-063-337.wav,P1-063-337,"궁궐이 엄숙하고 구중에 깊으시니
일일 만기가 복잡하고 많으시도다
임금이 민정 통하기를 바라시어
언로를 크게 열어 사방 만민에게 들으시다
언로 엶을 그대 보지 않는가
우리 임금의 덕이 순임금과 같으시도다
아아 우리 임금의 덕 순임금 같으시도다
창 보공신장（保功臣章）
성인이 천명 받아 나는 용 타시니
많은 선비가 다투어 일어나 구름처럼 따르도다
꾀와 힘을 다하여 공을 이루시니
산하를 두고 맹세하여 시종을 보전하셨도다.
공신 보전함을 그대 보지 않는가 
아아 우리 임금의 덕이 무궁히 끼쳐지시도다
창 정경계장（正經界章）
토지 경계가 무너진 지 오래도록 수정하지 않아 강자는 병합（趙合）하고 약자는 깎아 서로 기세를 올리거늘
우리 임금이 바로잡은지 겨우 1주년에
창고가 가멸하고 백성이 편하도다
경계 바름을 그대 보지 않는가
성하다 즐거움으로 천추를 누리시도다
아아 성하다 즐거움으로 천추를 누리시도다
창 정례악장（定禮樂章）
위정의 요체가 예악에 있으니
가깝게는 규문으로부터 온나라에 달하니라
우리 임금이 제정하시어 법칙을 끼치시니
질서가 바르고 화평하고 기쁘게 하시도다
예악을 정함을 그대 보지 않는가
공 이루어지고 정치가 안정되어 무극에 짝하시도다
아아 공 이루어지고 정치가 안정되어 무극에 짝하시도다 ",NULL
조선,문덕곡338,조일하,GENR0030,문덕곡 장구,PHINST0022,도드리,mundeokgok_dodeuli,NULL,NULL,mundeokgok  by jang-gu,NULL,https://apis.gugak.go.kr/phrase/063mundeokgok/P1-063-338.wav,P1-063-338,"궁궐이 엄숙하고 구중에 깊으시니
일일 만기가 복잡하고 많으시도다
임금이 민정 통하기를 바라시어
언로를 크게 열어 사방 만민에게 들으시다
언로 엶을 그대 보지 않는가
우리 임금의 덕이 순임금과 같으시도다
아아 우리 임금의 덕 순임금 같으시도다
창 보공신장（保功臣章）
성인이 천명 받아 나는 용 타시니
많은 선비가 다투어 일어나 구름처럼 따르도다
꾀와 힘을 다하여 공을 이루시니
산하를 두고 맹세하여 시종을 보전하셨도다.
공신 보전함을 그대 보지 않는가 
아아 우리 임금의 덕이 무궁히 끼쳐지시도다
창 정경계장（正經界章）
토지 경계가 무너진 지 오래도록 수정하지 않아 강자는 병합（趙合）하고 약자는 깎아 서로 기세를 올리거늘
우리 임금이 바로잡은지 겨우 1주년에
창고가 가멸하고 백성이 편하도다
경계 바름을 그대 보지 않는가
성하다 즐거움으로 천추를 누리시도다
아아 성하다 즐거움으로 천추를 누리시도다
창 정례악장（定禮樂章）
위정의 요체가 예악에 있으니
가깝게는 규문으로부터 온나라에 달하니라
우리 임금이 제정하시어 법칙을 끼치시니
질서가 바르고 화평하고 기쁘게 하시도다
예악을 정함을 그대 보지 않는가
공 이루어지고 정치가 안정되어 무극에 짝하시도다
아아 공 이루어지고 정치가 안정되어 무극에 짝하시도다 ",NULL
조선,문덕곡339,조일하,GENR0030,문덕곡 장구,PHINST0022,도드리,mundeokgok_dodeuli,NULL,NULL,mundeokgok  by jang-gu,NULL,https://apis.gugak.go.kr/phrase/063mundeokgok/P1-063-339.wav,P1-063-339,"궁궐이 엄숙하고 구중에 깊으시니
일일 만기가 복잡하고 많으시도다
임금이 민정 통하기를 바라시어
언로를 크게 열어 사방 만민에게 들으시다
언로 엶을 그대 보지 않는가
우리 임금의 덕이 순임금과 같으시도다
아아 우리 임금의 덕 순임금 같으시도다
창 보공신장（保功臣章）
성인이 천명 받아 나는 용 타시니
많은 선비가 다투어 일어나 구름처럼 따르도다
꾀와 힘을 다하여 공을 이루시니
산하를 두고 맹세하여 시종을 보전하셨도다.
공신 보전함을 그대 보지 않는가 
아아 우리 임금의 덕이 무궁히 끼쳐지시도다
창 정경계장（正經界章）
토지 경계가 무너진 지 오래도록 수정하지 않아 강자는 병합（趙合）하고 약자는 깎아 서로 기세를 올리거늘
우리 임금이 바로잡은지 겨우 1주년에
창고가 가멸하고 백성이 편하도다
경계 바름을 그대 보지 않는가
성하다 즐거움으로 천추를 누리시도다
아아 성하다 즐거움으로 천추를 누리시도다
창 정례악장（定禮樂章）
위정의 요체가 예악에 있으니
가깝게는 규문으로부터 온나라에 달하니라
우리 임금이 제정하시어 법칙을 끼치시니
질서가 바르고 화평하고 기쁘게 하시도다
예악을 정함을 그대 보지 않는가
공 이루어지고 정치가 안정되어 무극에 짝하시도다
아아 공 이루어지고 정치가 안정되어 무극에 짝하시도다 ",NULL
조선,문덕곡340,조일하,GENR0030,문덕곡 장구,PHINST0022,도드리,mundeokgok_dodeuli,NULL,NULL,mundeokgok  by jang-gu,NULL,https://apis.gugak.go.kr/phrase/063mundeokgok/P1-063-340.wav,P1-063-340,"궁궐이 엄숙하고 구중에 깊으시니
일일 만기가 복잡하고 많으시도다
임금이 민정 통하기를 바라시어
언로를 크게 열어 사방 만민에게 들으시다
언로 엶을 그대 보지 않는가
우리 임금의 덕이 순임금과 같으시도다
아아 우리 임금의 덕 순임금 같으시도다
창 보공신장（保功臣章）
성인이 천명 받아 나는 용 타시니
많은 선비가 다투어 일어나 구름처럼 따르도다
꾀와 힘을 다하여 공을 이루시니
산하를 두고 맹세하여 시종을 보전하셨도다.
공신 보전함을 그대 보지 않는가 
아아 우리 임금의 덕이 무궁히 끼쳐지시도다
창 정경계장（正經界章）
토지 경계가 무너진 지 오래도록 수정하지 않아 강자는 병합（趙合）하고 약자는 깎아 서로 기세를 올리거늘
우리 임금이 바로잡은지 겨우 1주년에
창고가 가멸하고 백성이 편하도다
경계 바름을 그대 보지 않는가
성하다 즐거움으로 천추를 누리시도다
아아 성하다 즐거움으로 천추를 누리시도다
창 정례악장（定禮樂章）
위정의 요체가 예악에 있으니
가깝게는 규문으로부터 온나라에 달하니라
우리 임금이 제정하시어 법칙을 끼치시니
질서가 바르고 화평하고 기쁘게 하시도다
예악을 정함을 그대 보지 않는가
공 이루어지고 정치가 안정되어 무극에 짝하시도다
아아 공 이루어지고 정치가 안정되어 무극에 짝하시도다 ",NULL
NULL,어부사085,조일하,GENR0031,어부사 장구,PHINST0022,도드리,eobusa_dodeuli,NULL,NULL,eobusa  by jang-gu,NULL,https://apis.gugak.go.kr/phrase/064eobusa/P1-064-085.wav,P1-064-085,NULL,NULL
NULL,어부사086,조일하,GENR0031,어부사 장구,PHINST0022,도드리,eobusa_dodeuli,NULL,NULL,eobusa  by jang-gu,NULL,https://apis.gugak.go.kr/phrase/064eobusa/P1-064-086.wav,P1-064-086,NULL,NULL
NULL,반수무110,박진희,GENR0031,반수무 장구,PHINST0022,도드리,bansumu_dodeuli,NULL,NULL,bansumu  by jang-gu,NULL,https://apis.gugak.go.kr/phrase/065bansumu/P1-065-110.wav,P1-065-110,NULL,NULL
NULL,반수무111,박진희,GENR0031,반수무 장구,PHINST0022,도드리,bansumu_dodeuli,NULL,NULL,bansumu  by jang-gu,NULL,https://apis.gugak.go.kr/phrase/065bansumu/P1-065-111.wav,P1-065-111,NULL,NULL
조선,육화대067,박진희,GENR0031,육화대 장구,PHINST0022,도드리,yukhwadae_dodeuli,NULL,NULL,yukhwadae  by jang-gu,NULL,https://apis.gugak.go.kr/phrase/066yukhwadae/P1-066-067.wav,P1-066-067,"창: 일념시
은근히 한가지 꺾어드니 꽃 빛깔 정히 새롭고
붉은 빛 초록 빛 어여쁜 꽃송이에 이슬이 고루 맺혀있네.
나라에서 가장 아름다운 것을 알고 있다고 이르지 마소
뭇꽃들 누르고 고운 봄은 독차지하였네.
고운 살구꽃 그윽히 타오르듯 피어나니 그 찬란한 빛이 새롭다.
골짜기 동산에서 처음으로 꺾은 한가지가 고르구나.
염행암소금색신
매화꽃 고상하게 핀 것에만 익숙하지 마소.
곡원초절일자균 영영불관매화발
반쯤 누대에 의지하여 이른봄에 핀 매화를 웃게 되리.

창: 이념시
해당화 피어나니 금강이 새로우니
붉게 단장한 궁녀들 휘하여 고르지 않도다.
봄을 맡은 동군이 쉽게 떠남을 놓치 않고자
한가지를 모름지기 촉주의 봄에 꺾었더라.
옥같은 모습 담박하여 아름답고 새롭도다.
살짝 가지를 꺾으니 분 바른 듯 고르고
흰색은 밝은 달빛에 가장 어울리니
어찌 모름지기 붉은 자주색만 무르익은 봄을 압도하리오?

창: 삼념시
황금 가위로 꽃가지 처음자르니 이슬 흔적이 새롭도다.
하늘하늘 포개진 노란 꽃잎은 빽빽하게 이어져 옥같이 
푸른 가지 끝에 피기를 두루했으니 아리따와 유달리 정도의
봄에 어울리더라
어린 복숭아나무 꽃망울 터뜨리니 비단 같이 신선하다. 
햇빛 받으니 곱고 고와 아름다움이 고르고,
봄을 맡은 청제가 시공하는데 유달리 마음을 쏟았으니,
한가지를 먼저 성 가득 무르익은 봄에 꺾었더라

창: 일념가
염행（熱否）이 암소（暗燒）하여 금색（錦色）과 새롭도다. 
곡원（谷園）에 초절（初折）한 일지（一技）가 고루럿고， 
차고 찬 것은 매화＜梅花） 핌을 익이지 마쇼. 
반은 누대（樓臺）를 의（倍）지하여 조춘（루春）을 우으더라.

창: 이념가（그念歌） 편
해당화（海業花） 뢰여고야 금강（錦江）이 새로오니， 
궁녀홍장（宮女紅粧）은 취（醉）하여 미균（未均）토다. 
동군（東君）이 용이（容易） 감을 놓지 않어， 일지（一技）를 모름지기 촉주춘（局州春）에 꺾었더라.
옥용｛玉容）이 담저（淡符）하여 가신（佳新）함을 대하도다 경절지지（輕折技技）하여 부분（傅粉）이 고루럿고, 
흰빛은 명월하（明月下）에 마땅하니， 어찌 모름지기 홍자＜紅紫）로 방춘（苦春）을 누르리오?

창: 삼념가（드念歌）
금도（金刀）로 초전（初與）하니 노흔（露疫）이 새롭도다. 
경첩라황（輕盤羅黃）은 밀철（密線）하여 고루럿고, 벽옥지두에 열기를 편도（通到）하니 
요요＜製燒）하여 편（偏）벽히 상도춘（上都春）을 일컷더라.

창: 삼념가（드念歌）
소도（小빠）가 파악（破W）하니 비단갓치 선신（鮮新）하다. 
영일요요하여 고홈이 고루럿고,
청제（靑帝）의 시공（施王）으로 편（偏）벽히 뜻을 붓쳐， 
일지（一技）를 먼져 만성춘（滿城春）에 것거더라.",NULL
조선,육화대068,박진희,GENR0031,육화대 장구,PHINST0022,도드리,yukhwadae_dodeuli,NULL,NULL,yukhwadae  by jang-gu,NULL,https://apis.gugak.go.kr/phrase/066yukhwadae/P1-066-068.wav,P1-066-068,"창: 일념시
은근히 한가지 꺾어드니 꽃 빛깔 정히 새롭고
붉은 빛 초록 빛 어여쁜 꽃송이에 이슬이 고루 맺혀있네.
나라에서 가장 아름다운 것을 알고 있다고 이르지 마소
뭇꽃들 누르고 고운 봄은 독차지하였네.
고운 살구꽃 그윽히 타오르듯 피어나니 그 찬란한 빛이 새롭다.
골짜기 동산에서 처음으로 꺾은 한가지가 고르구나.
염행암소금색신
매화꽃 고상하게 핀 것에만 익숙하지 마소.
곡원초절일자균 영영불관매화발
반쯤 누대에 의지하여 이른봄에 핀 매화를 웃게 되리.

창: 이념시
해당화 피어나니 금강이 새로우니
붉게 단장한 궁녀들 휘하여 고르지 않도다.
봄을 맡은 동군이 쉽게 떠남을 놓치 않고자
한가지를 모름지기 촉주의 봄에 꺾었더라.
옥같은 모습 담박하여 아름답고 새롭도다.
살짝 가지를 꺾으니 분 바른 듯 고르고
흰색은 밝은 달빛에 가장 어울리니
어찌 모름지기 붉은 자주색만 무르익은 봄을 압도하리오?

창: 삼념시
황금 가위로 꽃가지 처음자르니 이슬 흔적이 새롭도다.
하늘하늘 포개진 노란 꽃잎은 빽빽하게 이어져 옥같이 
푸른 가지 끝에 피기를 두루했으니 아리따와 유달리 정도의
봄에 어울리더라
어린 복숭아나무 꽃망울 터뜨리니 비단 같이 신선하다. 
햇빛 받으니 곱고 고와 아름다움이 고르고,
봄을 맡은 청제가 시공하는데 유달리 마음을 쏟았으니,
한가지를 먼저 성 가득 무르익은 봄에 꺾었더라

창: 일념가
염행（熱否）이 암소（暗燒）하여 금색（錦色）과 새롭도다. 
곡원（谷園）에 초절（初折）한 일지（一技）가 고루럿고， 
차고 찬 것은 매화＜梅花） 핌을 익이지 마쇼. 
반은 누대（樓臺）를 의（倍）지하여 조춘（루春）을 우으더라.

창: 이념가（그念歌） 편
해당화（海業花） 뢰여고야 금강（錦江）이 새로오니， 
궁녀홍장（宮女紅粧）은 취（醉）하여 미균（未均）토다. 
동군（東君）이 용이（容易） 감을 놓지 않어， 일지（一技）를 모름지기 촉주춘（局州春）에 꺾었더라.
옥용｛玉容）이 담저（淡符）하여 가신（佳新）함을 대하도다 경절지지（輕折技技）하여 부분（傅粉）이 고루럿고, 
흰빛은 명월하（明月下）에 마땅하니， 어찌 모름지기 홍자＜紅紫）로 방춘（苦春）을 누르리오?

창: 삼념가（드念歌）
금도（金刀）로 초전（初與）하니 노흔（露疫）이 새롭도다. 
경첩라황（輕盤羅黃）은 밀철（密線）하여 고루럿고, 벽옥지두에 열기를 편도（通到）하니 
요요＜製燒）하여 편（偏）벽히 상도춘（上都春）을 일컷더라.

창: 삼념가（드念歌）
소도（小빠）가 파악（破W）하니 비단갓치 선신（鮮新）하다. 
영일요요하여 고홈이 고루럿고,
청제（靑帝）의 시공（施王）으로 편（偏）벽히 뜻을 붓쳐， 
일지（一技）를 먼져 만성춘（滿城春）에 것거더라.",NULL
NULL,경풍도072,박진희,GENR0031,경풍도 장구,PHINST0022,도드리,gyeongpungdo_dodeuli,NULL,NULL,gyeongpungdo  by jang-gu,NULL,https://apis.gugak.go.kr/phrase/067gyeongpungdo/P1-067-072.wav,P1-067-072,"위대하신 우리 임금님! 성대한 명성 크게 빛나네. 
두루 융성한 일덕이여! 고명함을 누릴만 하네.
거룩하신 상제께서 아름다운 상서를 내려주셨네.
그 상서는 무엇인가? 아홉 줄기의 가화라네.
만년이 거듭 풍년이 들어 경사의 근본이 불어나고
상서로운 구름이 아름다운 빛을 띠고 서기띤 
해가 찬란히 빛나네.
적도와 현부가 하늘의 복을 길이 창성하게 하니,
봉황새가 그 조정을 개창하여 임금님께 받치노라.

올해도 풍년이요,
내년도 풍년이라.
해마다 풍년이니
만백성이 오래도록 풍년 중에 있도다.
선인이 옥함을 받들었으니
한 폭의 경풍도로다.
가화에 아홉 이삭이 달렸으니 우리 임금님 덕을 칭송하도다.
",NULL
NULL,경풍도073,박진희,GENR0031,경풍도 장구,PHINST0022,도드리,gyeongpungdo_dodeuli,NULL,NULL,gyeongpungdo  by jang-gu,NULL,https://apis.gugak.go.kr/phrase/067gyeongpungdo/P1-067-073.wav,P1-067-073,"위대하신 우리 임금님! 성대한 명성 크게 빛나네. 
두루 융성한 일덕이여! 고명함을 누릴만 하네.
거룩하신 상제께서 아름다운 상서를 내려주셨네.
그 상서는 무엇인가? 아홉 줄기의 가화라네.
만년이 거듭 풍년이 들어 경사의 근본이 불어나고
상서로운 구름이 아름다운 빛을 띠고 서기띤 
해가 찬란히 빛나네.
적도와 현부가 하늘의 복을 길이 창성하게 하니,
봉황새가 그 조정을 개창하여 임금님께 받치노라.

올해도 풍년이요,
내년도 풍년이라.
해마다 풍년이니
만백성이 오래도록 풍년 중에 있도다.
선인이 옥함을 받들었으니
한 폭의 경풍도로다.
가화에 아홉 이삭이 달렸으니 우리 임금님 덕을 칭송하도다.
",NULL
NULL,황령무249,이동영,GENR0031,황령무 장구,PHINST0022,도드리,hwangryeongmu_dodeuli,NULL,NULL,hwangryeongmu  by jang-gu,NULL,https://apis.gugak.go.kr/phrase/068hwangryeongmu/P1-068-249.wav,P1-068-249,NULL,NULL
NULL,황령무250,이동영,GENR0031,황령무 장구,PHINST0022,도드리,hwangryeongmu_dodeuli,NULL,NULL,hwangryeongmu  by jang-gu,NULL,https://apis.gugak.go.kr/phrase/068hwangryeongmu/P1-068-250.wav,P1-068-250,NULL,NULL
NULL,황령무251,이동영,GENR0031,황령무 장구,PHINST0022,도드리,hwangryeongmu_dodeuli,NULL,NULL,hwangryeongmu  by jang-gu,NULL,https://apis.gugak.go.kr/phrase/068hwangryeongmu/P1-068-251.wav,P1-068-251,NULL,NULL
고려,무애무053,이동영,GENR0031,무애무 장구,PHINST0022,도드리,muaemu_dodeuli,NULL,NULL,muaemu  by jang-gu,NULL,https://apis.gugak.go.kr/phrase/069muaemu/P1-069-053.wav,P1-069-053,"빛나는 수성（壽星）이 남극성이 아니신가.
끝없이 오래 장수하시는 것이 부처님 자비가 아니신가.
항하의 모래같은 많은 수에 산가지를 더하고져!
옥촛대 밝은 빛이 수역에 빛나거니와
우리들이 태평시대에 놀았어라.
백년이 오늘날과 같고 천년이 오늘날과 같고
만년 그리고 억만년이 해마다 오늘날과 같아서
우리 임금님 오래오래 사시길 비나이다 ",NULL
고려,무애무054,이동영,GENR0031,무애무 장구,PHINST0022,도드리,muaemu_dodeuli,NULL,NULL,muaemu  by jang-gu,NULL,https://apis.gugak.go.kr/phrase/069muaemu/P1-069-054.wav,P1-069-054,"빛나는 수성（壽星）이 남극성이 아니신가.
끝없이 오래 장수하시는 것이 부처님 자비가 아니신가.
항하의 모래같은 많은 수에 산가지를 더하고져!
옥촛대 밝은 빛이 수역에 빛나거니와
우리들이 태평시대에 놀았어라.
백년이 오늘날과 같고 천년이 오늘날과 같고
만년 그리고 억만년이 해마다 오늘날과 같아서
우리 임금님 오래오래 사시길 비나이다 ",NULL
신라,처용가101,홍창남,GENR0030,처용가 장구,PHINST0022,도드리,cheoyongga_dodeuli,NULL,NULL,cheoyongga  by jang-gu,NULL,https://apis.gugak.go.kr/phrase/070cheoyongga/P1-070-101.wav,P1-070-101,"서울 밝은 달에
밤들이 노니다가
들어와 잠자리를 보니
가랑이가 넷이도다
둘은 나의 것이었고
둘은 누구의 것인가?
본디 내 것이지마는
빼앗긴 것을 어찌하리오",NULL
신라,처용가102,홍창남,GENR0030,처용가 장구,PHINST0022,도드리,cheoyongga_dodeuli,NULL,NULL,cheoyongga  by jang-gu,NULL,https://apis.gugak.go.kr/phrase/070cheoyongga/P1-070-102.wav,P1-070-102,"서울 밝은 달에
밤들이 노니다가
들어와 잠자리를 보니
가랑이가 넷이도다
둘은 나의 것이었고
둘은 누구의 것인가?
본디 내 것이지마는
빼앗긴 것을 어찌하리오",NULL
고려,수악절창사081,홍창남,GENR0031,수악절창사 장구,PHINST0022,도드리,suakjeolchangsa_dodeuli,NULL,NULL,suakjeolchangsa  by jang-gu,NULL,https://apis.gugak.go.kr/phrase/071suakjeolchangsa/P1-071-081.wav,P1-071-081,NULL,NULL
고려,수악절창사082,홍창남,GENR0031,수악절창사 장구,PHINST0022,도드리,suakjeolchangsa_dodeuli,NULL,NULL,suakjeolchangsa  by jang-gu,NULL,https://apis.gugak.go.kr/phrase/071suakjeolchangsa/P1-071-082.wav,P1-071-082,NULL,NULL
조선,연백복지무123,박진희,GENR0031,연백복지무 장구,PHINST0022,도드리,yeonbaekbokchimu_dodeuli,NULL,NULL,yeonbaekbokchimu  by jang-gu,NULL,https://apis.gugak.go.kr/phrase/072yeonbaekbokchimu/P1-072-123.wav,P1-072-123,"하늘이 아름답게 우리 동방 열었으니	
바람결 부드럽고 햇살 화창하네.	
보위（寶位）가 신령스럽고 장구하리니	
금문에서 조회하고 옥당에서 절하네.	
백합꽃 향내 속에서 9잔의 노을빛 신선의 술을 올리어,	
난새와 봉황이 화락하게 화답하며 창성한 데로
돌아가니, 아 만세토록 즐거움이 끝이 없으소서.
	
태평연월 조원전（朝元殿）에서	
두줄로 늘어서 춤추고 노래하며 곡연을 벌이네	
두 번 절하고 세 가지 소원 드리니	
첫째는 거북과 학처럼 장수하시고	
둘째는 성덕이 별처럼 빛나고 바다처럼	윤택하며	
셋째는 강구_에서 격양가를 부르며	
남녀노소 모두 같이 기쁨을 누리는 것일세.	

성수무강사（聖壽無彊詞）	
높이 떠있는 북두성은 뭇별의 중심이고
평지에 우뚝 서있는 남산은 나라를 지키는 별이도다.	
폐하의 성수무강도 또한 이같으리니
만 떨기의 선도（仙桃）가 천개의 나뭇가지에 다시 열리로다.	
 
파자사（破子詞）
귀중한 쟁으로 능란하게 중강곡을 연주하고,
고운 슬을 팽팽히 조여 파현곡으로 들어가네. 
성덕의 교화가 맑고 태평하여 아무 일 없으니，
연년세세 금년과 같으리.	
",NULL
